Average Salary,Q1 - Which Title Best Fits your Current Role?.1,Q10 - Current Age,Q11 - Which Country do you live in?.1,Q13 - Ethnicity,Q12 - Highest Level of Education,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?.1,Q5 - Favorite Programming Language.1,Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Unique ID
75.5,Data Analyst,28,United States,Black or African American,Bachelors,Yes,66k-85k,Healthcare,Python,8,7,8,6,8,9,Neither easy nor difficult,Better Salary,Male,62a6dbcad8c00e9f541e1050
75.5,Data Analyst,28,United States,Black or African American,Masters,Yes,66k-85k,Other,Python,7,9,5,6,5,7,Difficult,Better Salary,Female,62a7f09a0f8c8599d5b57526
75.5,Data Analyst,28,United States,Black or African American,Masters,Yes,66k-85k,Tech,R,6,7,7,4,4,3,Easy,Better Salary,Male,62aa356ff8d5efcc22020832
75.5,Data Analyst,28,United States,Hispanic or Latino,Bachelors,Yes,66k-85k,Other,Python,10,10,10,8,10,10,Easy,Better Salary,Male,62a35ba3f3072dd892626068
75.5,Data Analyst,28,United States,White or Caucasian,Bachelors,No,66k-85k,Tech,Python,5,4,5,4,4,5,Easy,Remote Work,Male,62a35fa0f8f7561645856c35
75.5,Data Analyst,28,United States,White or Caucasian,Bachelors,Yes,66k-85k,Education,R,10,10,10,7,8,10,Neither easy nor difficult,Good Work/Life Balance,Male,62a34eb7bc6861bf3176e6d8
75.5,Data Analyst,28,United States,White or Caucasian,Bachelors,Yes,66k-85k,Other,R,10,8,10,6,9,10,Easy,Remote Work,Male,62a39b315d257a28a30e2cae
75.5,Data Analyst,28,United States,White or Caucasian,Masters,Yes,66k-85k,Other,Python,7,7,6,6,7,9,Neither easy nor difficult,Better Salary,Male,62a349160a77c1a77f65d4db
75.5,Data Analyst,29,Other,Hispanic or Latino,Bachelors,Yes,66k-85k,Other,Python,5,8,9,7,7,7,Easy,Good Work/Life Balance,Male,62a345e25d257a28a30d8b43
75.5,Data Analyst,29,United Kingdom,White or Caucasian,Bachelors,No,66k-85k,Real Estate,Other,7,6,7,6,5,8,Easy,Better Salary,Female,62a45a140a77c1a77f67469d
75.5,Data Analyst,29,United States,Asian or Asian American,Masters,Yes,66k-85k,Tech,Python,4,5,4,3,5,4,Very Difficult,Good Work/Life Balance,Male,62a385c40f8c8599d5afa6cf
75.5,Data Analyst,29,United States,Hispanic or Latino,Masters,No,66k-85k,Finance,Python,5,3,5,3,3,5,Very Difficult,Better Salary,Male,62a37aa1cf255543173081e5
75.5,Data Analyst,29,United States,White or Caucasian,Masters,No,66k-85k,Healthcare,Python,4,2,1,3,2,3,Neither easy nor difficult,Better Salary,Male,62a35f0d24a2626027386a8b
75.5,Data Analyst,30,Canada,Asian or Asian American,Bachelors,Yes,66k-85k,Finance,Python,3,1,4,6,5,8,Neither easy nor difficult,Better Salary,Female,62a46dbecf25554317319e48
75.5,Data Analyst,30,Other,Asian or Asian American,Bachelors,Yes,66k-85k,Finance,Python,4,6,4,4,4,3,Very Difficult,Better Salary,Male,62a7e2d024a26260273e4448
75.5,Data Analyst,30,Other,White or Caucasian,Masters,Yes,66k-85k,Finance,Python,6,0,3,4,4,4,Neither easy nor difficult,Remote Work,Male,62a3701f575fa3a5ae89164e
75.5,Data Analyst,30,United States,Other (Please Specify):Half black and half white,Masters,Yes,66k-85k,Other,R,6,4,6,3,5,2,Difficult,Good Work/Life Balance,Male,62a3dc3ab4da29969c63e3d7
75.5,Data Analyst,30,United States,White or Caucasian,Bachelors,Yes,66k-85k,Healthcare,Other,8,7,8,7,8,8,Very Easy,Better Salary,Male,62a351860a77c1a77f65e86b
75.5,Data Analyst,30,United States,White or Caucasian,Masters,Yes,66k-85k,Healthcare,Python,4,6,6,3,4,5,Easy,Remote Work,Male,62a3ecf7bc6861bf3177d5c2
75.5,Data Analyst,30,United States,White or Caucasian,Masters,Yes,66k-85k,Healthcare,R,5,6,5,4,4,4,Neither easy nor difficult,Other (Please Specify):All of the above,Female,62a552e1cf2555431732922d
75.5,Data Analyst,30,United States,White or Caucasian,Masters,Yes,66k-85k,Other,R,8,8,7,8,7,9,Neither easy nor difficult,Good Work/Life Balance,Male,62a34fc3f3072dd892624a45
75.5,Data Analyst,31,Other,White or Caucasian,Bachelors,Yes,66k-85k,Other,Python,10,5,8,7,7,8,Neither easy nor difficult,Remote Work,Male,62a37f8db4da29969c6367bf
75.5,Data Analyst,31,United Kingdom,White or Caucasian,"",Yes,66k-85k,Finance,Python,7,4,5,5,4,6,Neither easy nor difficult,Other (Please Specify):Development,Male,62a33eb6bc6861bf3176c5a3
75.5,Data Analyst,31,United States,White or Caucasian,Bachelors,Yes,66k-85k,Healthcare,Python,4,4,5,3,4,5,Neither easy nor difficult,Better Salary,Female,62a3505bd8c00e9f5419f8df
75.5,Data Analyst,31,United States,White or Caucasian,Bachelors,Yes,66k-85k,Other,Python,10,10,9,9,8,10,Difficult,Better Salary,Female,62a3a3800f8c8599d5afd4db
75.5,Data Analyst,31,United States,White or Caucasian,Masters,No,66k-85k,Healthcare,Python,10,7,8,8,5,10,Neither easy nor difficult,Good Work/Life Balance,Female,62a35f825d257a28a30dc128
75.5,Data Analyst,31,United States,White or Caucasian,Masters,Yes,66k-85k,Education,R,7,7,7,7,4,7,Easy,Remote Work,Male,62a34646f8d5efcc22f7dc5c
75.5,Data Analyst,32,Canada,Asian or Asian American,Masters,Yes,66k-85k,Finance,Other,5,4,5,5,5,8,Easy,Remote Work,Male,62a73c5b0a77c1a77f6aba65
75.5,Data Analyst,32,United States,Asian or Asian American,Bachelors,Yes,66k-85k,Other,Python,10,6,8,4,5,10,Neither easy nor difficult,Remote Work,Male,62a3759e5d257a28a30def3a
75.5,Data Analyst,32,United States,Hispanic or Latino,Bachelors,Yes,66k-85k,Tech,Python,7,7,6,5,6,6,Very Easy,Better Salary,Male,62a4bf3a0a77c1a77f67bef2
75.5,Data Analyst,32,United States,White or Caucasian,"",No,66k-85k,Finance,Other,1,8,1,5,0,7,Neither easy nor difficult,Better Salary,Male,62a3406b575fa3a5ae88ae78
75.5,Data Analyst,33,Canada,Asian or Asian American,Bachelors,Yes,66k-85k,Other,Python,7,9,1,0,0,0,Difficult,Better Salary,Male,62a35b965d257a28a30db899
75.5,Data Analyst,33,United Kingdom,Asian or Asian American,Masters,Yes,66k-85k,Tech,Python,6,6,6,6,6,6,Difficult,Remote Work,Female,62a36802f8f7561645857e38
75.5,Data Analyst,33,United States,White or Caucasian,Bachelors,Yes,66k-85k,Other,Other,0,2,0,2,0,0,Difficult,Better Salary,Female,62a59d007dc029e2d66eb8f9
75.5,Data Analyst,34,United States,White or Caucasian,Masters,No,66k-85k,Other,Python,9,10,9,8,9,9,Neither easy nor difficult,Better Salary,Male,62a4cdfad8c00e9f541bdc6b
75.5,Data Analyst,35,United States,Hispanic or Latino,Bachelors,Yes,66k-85k,Finance,Python,9,10,9,6,9,10,Difficult,Better Salary,Male,62a3856218134ddc75cf1ee0
75.5,Data Analyst,35,United States,Hispanic or Latino,Bachelors,Yes,66k-85k,Healthcare,Other,6,3,4,2,3,6,Difficult,Better Salary,Male,62a7e1380f8c8599d5b55fcf
75.5,Data Analyst,36,United States,White or Caucasian,Masters,Yes,66k-85k,Healthcare,Python,10,10,7,10,10,10,Neither easy nor difficult,Better Salary,Male,62a4098124a2626027394ddc
75.5,Data Analyst,36,United States,White or Caucasian,Masters,Yes,66k-85k,Other,Python,6,10,1,2,8,8,Neither easy nor difficult,Better Salary,Male,62a54f20d8c00e9f541c5cfa
75.5,Data Analyst,37,Canada,White or Caucasian,"",Yes,66k-85k,Other,Python,8,10,8,10,8,10,Neither easy nor difficult,Remote Work,Male,62a33ce918134ddc75ce8c30
75.5,Data Analyst,37,United States,White or Caucasian,Masters,Yes,66k-85k,Agriculture,Other,6,8,4,8,4,5,Easy,Good Work/Life Balance,Female,62a4061bf408bae018ee5deb
75.5,Data Analyst,38,Other,Black or African American,Masters,No,66k-85k,Education,Python,5,4,3,3,3,3,Neither easy nor difficult,Good Work/Life Balance,Female,62a993537dc029e2d674e9b5
75.5,Data Analyst,38,United States,Black or African American,Bachelors,Yes,66k-85k,Tech,R,10,9,10,8,8,10,Neither easy nor difficult,Remote Work,Female,62ab1cb0cec54911e9d5d187
75.5,Data Analyst,38,United States,White or Caucasian,Bachelors,No,66k-85k,Healthcare,Python,8,9,4,7,6,7,Easy,Remote Work,Female,62a48612d8c00e9f541b86b8
75.5,Data Analyst,39,United States,Asian or Asian American,Bachelors,Yes,66k-85k,Other,Other,8,7,7,5,6,8,Very Easy,Remote Work,Female,62a34abc0f8c8599d5af31c5
75.5,Data Analyst,39,United States,Black or African American,Bachelors,Yes,66k-85k,Tech,Python,10,9,10,9,7,10,Neither easy nor difficult,Better Salary,Female,62a3519b24a262602738514a
75.5,Data Analyst,41,United States,White or Caucasian,"",Yes,66k-85k,Other,R,10,9,8,7,9,8,Difficult,Remote Work,Female,62a340cab4da29969c62ec01
75.5,Data Analyst,45,United States,Black or African American,Masters,No,66k-85k,Education,Other,7,2,7,4,2,6,Neither easy nor difficult,Remote Work,Female,62a3c1b1bc6861bf3177aa8c
75.5,Data Analyst,54,United States,White or Caucasian,High School,No,66k-85k,Other,Python,7,6,6,5,4,5,Very Easy,Better Salary,Female,62a41135bc6861bf3177f3d8
75.5,Data Analyst,54,United States,White or Caucasian,High School,Yes,66k-85k,Healthcare,Other,4,7,7,7,7,7,Difficult,Better Salary,Male,62aaa387f8d5efcc22029fcb
75.5,Data Analyst,56,United States,White or Caucasian,Bachelors,Yes,66k-85k,Other,Other,5,4,7,7,4,6,Easy,Better Salary,Female,62a38c9dbc6861bf317760c4
75.5,Data Architect,29,United States,White or Caucasian,High School,Yes,66k-85k,Other,Python,8,10,9,7,10,7,Neither easy nor difficult,Remote Work,Male,62a377987dc029e2d66c638d
75.5,Data Engineer,25,Other,Other (Please Specify):Greek,Bachelors,No,66k-85k,Education,Python,10,10,9,10,9,10,Difficult,Remote Work,Male,62a9f8a4cf2555431739d694
75.5,Data Engineer,27,United States,White or Caucasian,Bachelors,Yes,66k-85k,Real Estate,Python,8,10,8,3,10,10,Easy,Remote Work,Male,62a5cba2575fa3a5ae8bb122
75.5,Data Engineer,28,United States,Asian or Asian American,Masters,No,66k-85k,Finance,Python,1,7,1,2,3,1,Easy,Remote Work,Female,62a3413a5d257a28a30d8074
75.5,Data Engineer,45,Canada,White or Caucasian,Masters,Yes,66k-85k,Other,Python,7,7,6,5,6,7,Neither easy nor difficult,Better Salary,Male,62a34bb0f3072dd892624210
75.5,Other,27,United States,White or Caucasian,Bachelors,No,66k-85k,Other,Python,6,6,6,3,6,6,Neither easy nor difficult,Better Salary,Male,62a5edb2575fa3a5ae8bdba5
75.5,Other,30,United States,Asian or Asian American,Masters,No,66k-85k,Finance,Python,10,0,5,0,0,10,Neither easy nor difficult,Good Work/Life Balance,Female,62a5e69f24a26260273b42bf
75.5,Other,30,United States,Asian or Asian American,Masters,Yes,66k-85k,Other,Python,7,7,7,6,6,6,Easy,Good Culture,Female,62a73a37f8d5efcc22fcb724
75.5,Other,30,United States,Other (Please Specify):Indian,Bachelors,No,66k-85k,Tech,Python,6,0,0,0,0,10,Difficult,Better Salary,Male,62a3620f0f8c8599d5af63a5
75.5,Other,30,United States,White or Caucasian,Masters,Yes,66k-85k,Education,R,5,4,3,4,3,5,Easy,Good Culture,Female,62a4c7d0f8f7561645872912
75.5,Other,30,United States,White or Caucasian,Masters,Yes,66k-85k,Other,R,10,5,7,8,8,10,Difficult,Other (Please Specify):Data Maturity,Male,62a55b05f8d5efcc22fa5b65
75.5,Other,31,United Kingdom,White or Caucasian,Bachelors,No,66k-85k,Education,R,6,6,7,7,6,7,Easy,Remote Work,Female,62a4f6eef3072dd892645775
75.5,Other,31,United States,Hispanic or Latino,Bachelors,No,66k-85k,Other,Python,2,2,3,4,3,6,Very Difficult,Remote Work,Male,62a3976ecf2555431730af5e
75.5,Other,35,Other,Hispanic or Latino,Bachelors,Yes,66k-85k,Other,Python,9,9,8,7,8,9,Neither easy nor difficult,Good Work/Life Balance,Male,62a346d724a2626027383abd
75.5,Other,36,United States,White or Caucasian,Masters,Yes,66k-85k,Other,Python,8,6,8,7,6,9,Neither easy nor difficult,Better Salary,Male,62a66558cf2555431733c0f9
75.5,Other,60,United Kingdom,White or Caucasian,Masters,No,66k-85k,Finance,Other,7,7,2,3,5,5,Easy,Remote Work,Male,62a4604d0a77c1a77f674e29
75.5,Student/Looking/None,24,United States,Asian or Asian American,Bachelors,No,66k-85k,Construction,Other,7,10,7,5,9,5,Difficult,Better Salary,Female,62adf26f18134ddc75de4bb4
75.5,Student/Looking/None,35,United States,Black or African American,Masters,No,66k-85k,Other,Python,4,1,1,2,2,2,Neither easy nor difficult,Good Work/Life Balance,Male,62a390c0d8c00e9f541a6fd7
75.5,Student/Looking/None,42,United States,Asian or Asian American,Masters,Yes,66k-85k,Healthcare,Other,,0,,,,,Difficult,Good Work/Life Balance,Female,62a3970ebae91e4b8b839495
95.5,Data Analyst,23,United States,Asian or Asian American,Bachelors,No,86k-105k,Tech,Python,8,7,8,9,7,10,Neither easy nor difficult,Other (Please Specify):Projects I’m interested in,Female,62a391cacf2555431730a623
95.5,Data Analyst,23,United States,White or Caucasian,Bachelors,No,86k-105k,Other,Python,5,6,4,5,3,4,Neither easy nor difficult,"Other (Please Specify):Different job title, either product owner or consulting",Male,62a3476c5d257a28a30d8e6d
95.5,Data Analyst,23,United States,White or Caucasian,High School,No,86k-105k,Real Estate,Python,6,6,6,7,4,5,Neither easy nor difficult,Good Culture,Male,62a7fb02f8d5efcc22fe2486
95.5,Data Analyst,25,United States,Hispanic or Latino,Masters,No,86k-105k,Finance,Python,4,3,2,3,2,6,Difficult,Other (Please Specify):Challenging / exciting problems,Male,62a52725d8c00e9f541c3b4a
95.5,Data Analyst,26,Other,Asian or Asian American,Masters,No,86k-105k,Tech,Python,4,4,4,4,3,4,Neither easy nor difficult,Better Salary,Male,62ace61d575fa3a5ae972d57
95.5,Data Analyst,26,United States,Black or African American,Bachelors,No,86k-105k,Agriculture,Python,7,8,4,7,5,6,Difficult,Good Work/Life Balance,Male,62a386dfcec54911e9cae1d3
95.5,Data Analyst,27,Canada,Other (Please Specify):Pakistani,Masters,No,86k-105k,Other,Python,5,4,6,5,6,3,Difficult,Good Work/Life Balance,Male,62a3c30324a26260273909b9
95.5,Data Analyst,27,United States,Hispanic or Latino,Masters,Yes,86k-105k,Healthcare,Other,4,3,4,3,1,4,Neither easy nor difficult,Better Salary,Male,62a35b72f408bae018ed76a8
95.5,Data Analyst,27,United States,White or Caucasian,Bachelors,Yes,86k-105k,Healthcare,R,7,4,8,7,3,8,Easy,Good Culture,Male,62a4b6c30a77c1a77f67b54c
95.5,Data Analyst,28,Other,Other (Please Specify):Indian,Masters,Yes,86k-105k,Other,Python,3,2,4,4,4,6,Easy,Better Salary,Female,62a3b255d8c00e9f541a9fd5
95.5,Data Analyst,28,United States,Asian or Asian American,Bachelors,No,86k-105k,Healthcare,Python,5,1,2,5,5,9,Difficult,Good Culture,Female,62a3f39df8d5efcc22f8ddc2
95.5,Data Analyst,28,United States,White or Caucasian,"",Yes,86k-105k,Other,Python,2,7,3,8,6,6,Neither easy nor difficult,"Other (Please Specify):Strong organizational data strategy, high-performing team",Male,62a34038b4da29969c62eafe
95.5,Data Analyst,28,United States,White or Caucasian,Bachelors,Yes,86k-105k,Healthcare,Other,5,6,5,4,4,4,Difficult,Good Work/Life Balance,Female,62a425ec2e54c9003e5467bf
95.5,Data Analyst,28,United States,White or Caucasian,Masters,Yes,86k-105k,Other,Other,8,8,6,8,7,7,Difficult,Good Work/Life Balance,Female,62a48c4c24a262602739e141
95.5,Data Analyst,29,United States,Black or African American,Masters,Yes,86k-105k,Other,Python,7,6,6,6,7,7,Difficult,Remote Work,Male,62a7bd0e5d257a28a313855c
95.5,Data Analyst,29,United States,White or Caucasian,"",Yes,86k-105k,Healthcare,Other,6,5,4,3,4,5,Neither easy nor difficult,Better Salary,Male,62a33f52bc6861bf3176c72c
95.5,Data Analyst,30,United States,White or Caucasian,Masters,No,86k-105k,Other,R,8,10,7,8,8,10,Very Easy,Remote Work,Female,62a348c2f3072dd892623c10
95.5,Data Analyst,31,Other,Hispanic or Latino,Bachelors,Yes,86k-105k,Healthcare,Python,6,5,10,10,7,8,Neither easy nor difficult,Good Culture,Female,62a488197dc029e2d66da8a1
95.5,Data Analyst,31,United States,Asian or Asian American,Masters,No,86k-105k,Healthcare,Python,10,8,10,7,7,10,Neither easy nor difficult,Remote Work,Female,62ade22318134ddc75de385f
95.5,Data Analyst,31,United States,Hispanic or Latino,Masters,Yes,86k-105k,Education,Python,1,0,0,0,0,1,Neither easy nor difficult,Good Culture,Male,62a5c571575fa3a5ae8baaa1
95.5,Data Analyst,34,Canada,Black or African American,Bachelors,Yes,86k-105k,Other,Other,2,2,2,4,2,4,Easy,Remote Work,Female,62a3a231b4da29969c639b2c
95.5,Data Analyst,34,United States,Hispanic or Latino,Bachelors,Yes,86k-105k,Other,Python,9,9,9,7,9,8,Difficult,Better Salary,Male,62a9c880f408bae018f6aa1b
95.5,Data Analyst,34,United States,Hispanic or Latino,Masters,Yes,86k-105k,Real Estate,Python,10,10,10,8,9,9,Neither easy nor difficult,Good Culture,Male,62a4c57af3072dd8926421ac
95.5,Data Analyst,34,United States,White or Caucasian,Masters,No,86k-105k,Other,Other,3,3,4,4,2,5,Easy,Good Culture,Male,62a3602318134ddc75ced6b9
95.5,Data Analyst,35,United Kingdom,White or Caucasian,Bachelors,Yes,86k-105k,Tech,R,,,,3,,,Neither easy nor difficult,Better Salary,Male,62a491b3b4da29969c64a89e
95.5,Data Analyst,35,United States,Asian or Asian American,"",Yes,86k-105k,Healthcare,R,4,5,4,4,5,4,Neither easy nor difficult,Better Salary,Male,62a33cd3cf255543173001d9
95.5,Data Analyst,35,United States,White or Caucasian,Bachelors,Yes,86k-105k,Other,R,8,9,7,7,5,8,Neither easy nor difficult,Remote Work,Male,62a4044acf25554317312a81
95.5,Data Analyst,38,United States,White or Caucasian,Masters,Yes,86k-105k,Tech,R,10,7,10,8,2,10,Easy,Remote Work,Male,62a34e00f8f7561645854954
95.5,Data Analyst,40,United States,Hispanic or Latino,High School,No,86k-105k,Telecommunication,Other,5,7,7,7,7,7,Easy,Remote Work,Male,62a3697ff408bae018ed948b
95.5,Data Analyst,40,United States,White or Caucasian,High School,No,86k-105k,Healthcare,Python,8,9,8,8,8,9,Difficult,Better Salary,Male,62a8f477f408bae018f5869d
95.5,Data Analyst,41,United States,Hispanic or Latino,Associates,Yes,86k-105k,Tech,Python,5,6,4,7,3,6,Neither easy nor difficult,Better Salary,Female,62a7be5e5d257a28a313876a
95.5,Data Analyst,41,United States,White or Caucasian,Bachelors,Yes,86k-105k,Tech,R,8,8,8,8,8,8,Difficult,Better Salary,Male,62a47f1e0a77c1a77f677174
95.5,Data Analyst,43,United States,White or Caucasian,"",No,86k-105k,Healthcare,Other,7,4,7,6,7,7,Very Easy,Better Salary,Male,62a33e8bf8d5efcc22f7c79a
95.5,Data Analyst,47,India,American Indian or Alaska Native,Masters,Yes,86k-105k,Finance,Python,4,4,4,3,4,3,Difficult,Good Culture,Male,62a5a124cec54911e9cd29f5
95.5,Data Analyst,53,Other,White or Caucasian,PhD,Yes,86k-105k,Healthcare,Other,6,4,5,6,4,6,Easy,Remote Work,Male,62a51aaacec54911e9cca93b
95.5,Data Architect,31,Canada,White or Caucasian,High School,No,86k-105k,Other,Python,3,5,1,5,4,1,Difficult,Good Work/Life Balance,Male,62a88e9ff8d5efcc22ff1eb6
95.5,Data Engineer,23,United States,White or Caucasian,Bachelors,No,86k-105k,Tech,Python,5,5,5,5,4,3,Difficult,Better Salary,Male,62a360b8f8f7561645856ec4
95.5,Data Engineer,27,United States,Black or African American,Bachelors,Yes,86k-105k,Other,Other,10,10,10,6,10,10,Neither easy nor difficult,Good Culture,Male,62a44ea3f408bae018eea62a
95.5,Data Engineer,27,United States,White or Caucasian,Masters,Yes,86k-105k,Other,Python,10,10,9,8,10,7,Easy,Better Salary,Male,62a39297b4da29969c638679
95.5,Data Engineer,28,United States,Black or African American,Masters,No,86k-105k,Healthcare,R,8,10,8,8,9,10,Neither easy nor difficult,Good Culture,Male,62a354e9cf255543173031ed
95.5,Data Engineer,40,United Kingdom,White or Caucasian,Bachelors,Yes,86k-105k,Other,JavaScript,1,5,6,4,1,4,Difficult,Better Salary,Male,62a49e5f24a262602739f9af
95.5,Data Scientist,22,United States,White or Caucasian,Bachelors,No,86k-105k,Finance,Python,6,9,6,8,5,7,Neither easy nor difficult,Better Salary,Male,62a34b5b5d257a28a30d96a6
95.5,Data Scientist,26,India,Hispanic or Latino,Bachelors,Yes,86k-105k,Other,Python,8,9,8,6,7,5,Easy,Good Work/Life Balance,Male,62a40c99575fa3a5ae89de4b
95.5,Data Scientist,30,Canada,Asian or Asian American,Masters,Yes,86k-105k,Other,Python,10,8,9,6,6,8,Neither easy nor difficult,Better Salary,Male,62a54bccf3072dd89264a13b
95.5,Other,24,United States,Hispanic or Latino,Masters,No,86k-105k,Other,Python,6,5,4,5,5,5,Difficult,Better Salary,Male,62a36251d8c00e9f541a199e
95.5,Other,26,United States,White or Caucasian,Bachelors,No,86k-105k,Healthcare,Python,5,4,6,4,6,6,Neither easy nor difficult,Remote Work,Female,62a3ad35cec54911e9cb1b5c
95.5,Other,32,United States,Asian or Asian American,Masters,No,86k-105k,Other,R,3,5,5,4,5,3,Difficult,Better Salary,Male,62a34449575fa3a5ae88b637
95.5,Other,33,United States,Hispanic or Latino,PhD,No,86k-105k,Healthcare,Python,10,10,10,9,10,10,Very Easy,Good Work/Life Balance,Female,62a3450424a262602738357f
95.5,Other,34,United Kingdom,White or Caucasian,Bachelors,No,86k-105k,Other,Other,0,0,2,5,0,2,Neither easy nor difficult,Good Work/Life Balance,Male,62a36b862e54c9003e5383c6
95.5,Other,36,United States,White or Caucasian,Bachelors,Yes,86k-105k,Healthcare,Python,7,9,7,8,7,9,Difficult,Remote Work,Female,62a50eddf8d5efcc22fa1a4e
95.5,Other,40,United States,Other (Please Specify):Bi-racial people should be able to check 2 options in 2022.,Associates,Yes,86k-105k,Finance,Python,5,8,8,7,8,5,Neither easy nor difficult,Remote Work,Female,62a654165d257a28a3112ac9
95.5,Other,42,United States,Hispanic or Latino,Masters,Yes,86k-105k,Finance,Other,10,4,6,7,4,9,Neither easy nor difficult,Other (Please Specify):Opportunity for advancement,Female,62a34b0eb4da29969c6302ce
115.5,Data Analyst,25,United States,White or Caucasian,Bachelors,No,106k-125k,Finance,Python,4,4,4,4,4,4,Neither easy nor difficult,Better Salary,Male,62a3684ebc6861bf31771f15
115.5,Data Analyst,26,United States,White or Caucasian,"",Yes,106k-125k,Healthcare,Python,7,7,5,9,5,9,Very Difficult,Remote Work,Male,62a33b3db4da29969c62df3d
115.5,Data Analyst,27,Other,White or Caucasian,Masters,Yes,106k-125k,Other,Python,3,5,3,3,5,5,Easy,Better Salary,Male,62a3452818134ddc75ce9e1b
115.5,Data Analyst,27,United States,White or Caucasian,Bachelors,Yes,106k-125k,Tech,Other,9,7,5,10,8,6,Easy,Good Work/Life Balance,Female,62a344c5f408bae018ed4806
115.5,Data Analyst,28,United States,Hispanic or Latino,Masters,Yes,106k-125k,Tech,Python,9,9,8,9,8,9,Difficult,Remote Work,Female,62a4bf07b4da29969c64e4f8
115.5,Data Analyst,29,United States,White or Caucasian,Bachelors,Yes,106k-125k,Other,R,10,5,9,8,7,8,Easy,Better Salary,Male,62a3b314f408bae018ee0938
115.5,Data Analyst,29,United States,White or Caucasian,Masters,No,106k-125k,Healthcare,Other,3,3,3,6,3,6,Neither easy nor difficult,Better Salary,Female,62a35981bae91e4b8b8323dd
115.5,Data Analyst,30,Other,White or Caucasian,Masters,Yes,106k-125k,Other,R,9,8,7,8,8,9,Neither easy nor difficult,Remote Work,Male,62a49012f408bae018eef16d
115.5,Data Analyst,31,United States,Asian or Asian American,Masters,Yes,106k-125k,Other,Other,9,8,6,9,9,9,Difficult,Good Work/Life Balance,Male,62a3980e0f8c8599d5afc32c
115.5,Data Analyst,31,United States,White or Caucasian,"",Yes,106k-125k,Tech,Other,10,10,6,10,10,5,Neither easy nor difficult,Remote Work,Female,62a33dfbd8c00e9f5419ceda
115.5,Data Analyst,33,United States,Asian or Asian American,"",Yes,106k-125k,Other,Python,9,2,1,1,0,6,Difficult,Remote Work,Female,62a33e890f8c8599d5af13b9
115.5,Data Analyst,33,United States,Hispanic or Latino,Masters,Yes,106k-125k,Construction,Other,7,10,7,7,10,8,Easy,Good Culture,Male,62a3fc7c7dc029e2d66d10e8
115.5,Data Analyst,33,United States,White or Caucasian,Masters,No,106k-125k,Tech,Python,9,7,8,8,7,8,Neither easy nor difficult,Good Work/Life Balance,Male,62af387018134ddc75df894e
115.5,Data Analyst,35,United States,Black or African American,Masters,Yes,106k-125k,Other,Python,6,10,7,8,9,6,Easy,Better Salary,Female,62a5ea667dc029e2d66f153d
115.5,Data Analyst,36,United States,Asian or Asian American,Masters,No,106k-125k,Education,Python,10,6,10,6,7,10,Easy,Other (Please Specify):Learning New Things,Male,62a3d8dbf8f7561645861f9d
115.5,Data Analyst,37,United States,Other (Please Specify):Prefer not to ans,Bachelors,Yes,106k-125k,Other,Other,8,10,8,8,10,8,Easy,Good Work/Life Balance,Male,62a3545e0f8c8599d5af474b
115.5,Data Analyst,38,United States,White or Caucasian,Bachelors,Yes,106k-125k,Finance,Python,4,4,3,5,3,1,Easy,Better Salary,Female,62a349c7cec54911e9ca67c7
115.5,Data Analyst,39,United States,White or Caucasian,Masters,Yes,106k-125k,Healthcare,R,10,10,10,10,10,10,Very Easy,Good Culture,Male,62a34f3bf408bae018ed5e42
115.5,Data Analyst,41,United States,White or Caucasian,High School,Yes,106k-125k,Healthcare,Python,4,2,2,4,2,3,Easy,Good Work/Life Balance,Male,62a7738a2e54c9003e589598
115.5,Data Analyst,42,United States,White or Caucasian,Bachelors,No,106k-125k,Other,Python,10,6,10,10,10,10,Easy,Better Salary,Female,62a57116f408bae018efd56a
115.5,Data Analyst,42,United States,White or Caucasian,Masters,Yes,106k-125k,Finance,Python,6,3,5,5,4,6,Easy,Good Work/Life Balance,Male,62b2ea87f8d5efcc220e3e21
115.5,Data Engineer,25,India,Asian or Asian American,Masters,Yes,106k-125k,Tech,Python,4,6,4,4,5,4,Neither easy nor difficult,Good Work/Life Balance,Male,62a4b23f5d257a28a30f6b8c
115.5,Data Engineer,30,United States,White or Caucasian,Bachelors,No,106k-125k,Healthcare,Other,5,2,2,8,3,6,Easy,Better Salary,Male,62a511acbc6861bf3179178a
115.5,Data Scientist,25,United States,White or Caucasian,Associates,Yes,106k-125k,Tech,Other,8,10,8,10,9,9,Difficult,Better Salary,Male,62a4d9d4bae91e4b8b8501f1
115.5,Data Scientist,29,United States,Asian or Asian American,Bachelors,Yes,106k-125k,Finance,Python,10,10,10,9,10,8,Difficult,Remote Work,Male,62a557d10f8c8599d5b1a81c
115.5,Other,24,United States,American Indian or Alaska Native,Masters,No,106k-125k,Tech,Other,4,4,4,6,3,5,Easy,Better Salary,Male,62a6bc6a18134ddc75d2a726
